"","asc_ruta2","asc_ruta3","asc_rutaEC","b_time","b_dist","b_clima","b_cong","b_Hvalle","b_T_prof","b_Hor_trab","b_EduBasica","b_Info_traf","b_Joven30","b_Adulto40","b_Adulto60","b_USOCINTURON","b_USODISPMOB","lambda","gamma_EDUBASICA","gamma_CSECO","gamma_CONG_EF","gamma_SININFO","zeta_FRbr","zeta_EnfCond","zeta_AFrSem","zeta_CulFr","sigma_FRbr","sigma_EnfCond","sigma_AFrSem","sigma_CulFr"
"asc_ruta2",1,0.232558649643106,0.0401779492832661,-0.144686250661274,0.0325358015764951,0.0278435486864087,0.0779239760003769,0.0105492067086569,-0.00455371902188209,0.0154794624908106,0.00440930778084049,0.00425667597542262,-0.00564529260767609,-0.00297861561491719,-0.00250200530395415,0.0216563991653327,-0.025363262550639,-0.00366788073557366,9.30269484036105e-06,-7.54041864596204e-05,-3.50395454478607e-05,6.04632440599294e-05,-3.4150817914233e-05,-3.16922227048274e-05,-3.53733117609372e-05,-3.74812078891083e-05,-9.18558681022567e-06,1.68836759302995e-06,-6.67811692063817e-06,1.87464785524683e-05
"asc_ruta3",0.232558649643106,1,0.0239333079887162,-0.215619175008966,0.0942822052083952,0.029544644830783,0.0770425428346921,0.00283962985681225,-0.00374095756593246,0.0274500200796777,0.00247796946418016,0.00366978665076702,-0.00335601538488682,-0.00518810515749686,-0.00438990545071534,0.0242319573932639,-0.0266042445378561,-0.00208050345838553,6.67123727300043e-06,-4.45814000715462e-05,-2.51475184448017e-05,3.69873466586428e-05,-1.90880090780215e-05,-1.30399784171387e-05,-1.56162064119252e-05,-1.95938322401398e-05,2.05001240831631e-06,-3.952894717155e-06,-8.18652549547067e-06,1.08798860792629e-05
"asc_rutaEC",0.0401779492832661,0.0239333079887162,1,0.0894301973376877,-0.0476877555824291,-0.393415547421336,-0.0831142587231812,0.0045045368802195,-0.211579261093331,-0.714333553070203,-0.0353005760313282,-0.158717880241457,-0.307518190427257,-0.285553047181037,-0.269129759344197,-0.302902252849374,-0.0793595874163689,-0.106071811302357,0.000261645222023994,-0.00197954662331205,-0.00100408378411836,0.00159019284581834,-0.000965849247006786,-0.000983060543762865,-0.00109661810945215,-0.001160683498968,-0.000452136305514466,0.000105250818734563,-0.000112583236239849,0.000608442708737208
"b_time",-0.144686250661274,-0.215619175008966,0.0894301973376877,1,-0.485467664765276,-0.100187028836088,-0.380980321850346,-0.0377491040207607,-0.00660944999129398,-0.129956665597467,-0.00955881598111733,-0.0169629290155208,-0.0284949904135272,-0.00090359630693658,-0.0200921898566596,-0.0978168618440703,0.132467094217876,0.00610859439724341,-1.67361694227758e-05,0.000130827705440477,6.50202645850662e-05,-0.000112118504856469,4.88162099402924e-05,3.10081342250548e-05,2.91251349881901e-05,4.50832502989231e-05,-1.962567245989e-05,6.46179854600267e-06,3.69687802621298e-05,-2.54299584940771e-05
"b_dist",0.0325358015764951,0.0942822052083952,-0.0476877555824291,-0.485467664765276,1,0.0890426712970135,0.0165897868716348,0.000897152992886821,0.0154274929630385,0.0722494664149091,0.00863752783112891,-0.00895876565499904,0.0153625028225657,0.0295950222596408,0.0281260610951716,0.0219936808344103,0.0142656105610285,-0.0227908803968054,6.78559068934233e-05,-0.000441683587833296,-0.000239143791967756,0.000348037289641438,-0.00019704994617187,-0.00018801666836227,-0.000220998802768647,-0.000228362417522599,-7.94821051622405e-05,4.64283021835668e-06,-1.76094860513649e-05,0.000116506566740251
"b_clima",0.0278435486864087,0.029544644830783,-0.393415547421336,-0.100187028836088,0.0890426712970135,1,0.0742578404339709,-0.0625801926383596,-0.00719885921474095,-0.00826647492980478,-0.138749145473657,-0.0318610164526216,0.0109097016827232,-0.0599148199600005,-0.0375154470465522,0.173015011825793,-0.0121356967671205,0.0624129600446213,-0.000143684504660189,0.000967006009939717,0.000599307077491103,-0.000780692917013534,0.000534926272471264,0.000637100182162865,0.000696483594550182,0.000672265714411938,0.000401794929789376,-0.000150268170758008,-3.59979467521701e-05,-0.000329711356741101
"b_cong",0.0779239760003769,0.0770425428346921,-0.0831142587231812,-0.380980321850346,0.0165897868716348,0.0742578404339709,1,-0.0728986594009701,-0.0344115209483622,0.00528939241204536,0.117694305313462,0.0662893229902161,0.12159758787606,0.0999556470342403,0.0826955002272565,0.108648867551547,-0.158292670800201,-0.11389031182373,0.000332930296434847,-0.00225976761963329,-0.000887867248433566,0.00170800702945095,-0.00108684273785777,-0.00110943584456897,-0.00119021790905017,-0.00118966473109242,-0.000408083206073971,0.00018156754229848,-0.000147842345904261,0.000555530370240779
"b_Hvalle",0.0105492067086569,0.00283962985681225,0.0045045368802195,-0.0377491040207607,0.000897152992886821,-0.0625801926383596,-0.0728986594009701,1,-0.00325390406128404,-0.106241352308012,0.0423642030025367,0.0132370100756411,-0.0195379115816064,0.0362702325801182,0.0362358732139565,-0.0512802072201665,0.0276600435718646,0.0270085366984984,-0.00012256989265184,0.000566253635851355,0.000257457819773951,-0.000397132989796377,0.000305501215466226,0.000306607500740242,0.000292143448683708,0.000346027550539213,7.88251533951795e-05,-6.12752174679646e-05,0.000125619604941402,-0.000183610222128435
"b_T_prof",-0.00455371902188209,-0.00374095756593246,-0.211579261093331,-0.00660944999129398,0.0154274929630385,-0.00719885921474095,-0.0344115209483622,-0.00325390406128404,1,-0.0647758687341769,-0.126795477753314,-0.00156804899664977,0.334683439612944,0.304875300676434,0.163943053532069,0.0113422460874603,0.0108667171942786,-0.00358307851611664,4.30270098922344e-05,-3.00143998466103e-05,-3.46188872255061e-05,2.88705905578869e-06,1.01436215918846e-05,-4.62467154757255e-05,-2.54614341012874e-05,-3.21914903563244e-05,-8.63738382943649e-05,5.580512408302e-05,1.28049971785495e-05,2.61223373924222e-05
"b_Hor_trab",0.0154794624908106,0.0274500200796777,-0.714333553070203,-0.129956665597467,0.0722494664149091,-0.00826647492980478,0.00528939241204536,-0.106241352308012,-0.0647758687341769,1,-0.100136383365588,0.104762319233746,0.012694665359089,-0.0506507140270896,-0.084980831426665,-0.0371059556103462,0.0197945002238528,0.0979954657964475,-0.000281707503513688,0.0019168944791449,0.00092029084896616,-0.00149876465529787,0.000862313009210397,0.000895915406402929,0.00099446134753823,0.00106937289095298,0.000444555222987944,-0.000105802943944013,9.87084071711296e-05,-0.000576064289071304
"b_EduBasica",0.00440930778084049,0.00247796946418016,-0.0353005760313282,-0.00955881598111733,0.00863752783112891,-0.138749145473657,0.117694305313462,0.0423642030025367,-0.126795477753314,-0.100136383365588,1,0.0133672724426842,-0.0241945502292075,-0.0508897881465271,-0.0110419746790065,0.148851161662363,-0.00729435008447013,-0.0830064375666659,0.000470177966092993,-0.00165558731218822,-0.000767052824994186,0.00115914424360715,-0.000718018945409559,-0.000797873836794173,-0.000922392745898085,-0.0009371603608955,-0.000506098932161963,0.000110665528234567,4.69376111987228e-05,0.000501226958045483
"b_Info_traf",0.00425667597542262,0.00366978665076702,-0.158717880241457,-0.0169629290155208,-0.00895876565499904,-0.0318610164526216,0.0662893229902161,0.0132370100756411,-0.00156804899664977,0.104762319233746,0.0133672724426842,1,0.0272699217258039,0.07444146305534,0.03219879455654,0.050302942692018,-0.102752207638227,-0.081415676216528,0.000347529719604226,-0.00143383457491026,-0.000709592746564345,0.000986936755882533,-0.000744349568287893,-0.000795607604332848,-0.000826983623939047,-0.000939358099832277,-0.000360451275764349,0.000147158329535001,-0.000150913412476533,0.000527155430122104
"b_Joven30",-0.00564529260767609,-0.00335601538488682,-0.307518190427257,-0.0284949904135272,0.0153625028225657,0.0109097016827232,0.12159758787606,-0.0195379115816064,0.334683439612944,0.012694665359089,-0.0241945502292075,0.0272699217258039,1,0.554160296904188,0.545393160528258,0.0261156170813885,-0.138408400488542,0.0147421171849865,-4.04257134867773e-05,0.000294981756512751,0.000116769917017401,-0.000220652529530682,0.000160691204844737,0.000101784025365226,0.000165509746248144,0.000190361879653256,1.83508605942502e-05,6.87371911386796e-05,8.45937985473851e-06,-0.000115458773847346
"b_Adulto40",-0.00297861561491719,-0.00518810515749686,-0.285553047181037,-0.00090359630693658,0.0295950222596408,-0.0599148199600005,0.0999556470342403,0.0362702325801182,0.304875300676434,-0.0506507140270896,-0.0508897881465271,0.07444146305534,0.554160296904188,1,0.74737118944333,-0.0515009005868408,-0.181295861256502,-0.00872297579935176,2.91140916641178e-05,-0.000165407753631485,-0.000108901189918488,0.000133705590456456,-3.1476308950846e-05,-0.000117866931706718,-9.44962314961823e-05,-7.97733607576215e-05,-0.000142389525763065,9.57676595392565e-05,3.2459065772393e-05,3.73944622967907e-05
"b_Adulto60",-0.00250200530395415,-0.00438990545071534,-0.269129759344197,-0.0200921898566596,0.0281260610951716,-0.0375154470465522,0.0826955002272565,0.0362358732139565,0.163943053532069,-0.084980831426665,-0.0110419746790065,0.03219879455654,0.545393160528258,0.74737118944333,1,-0.0826837290492363,-0.0595738193262699,-0.0103089951621653,1.84970903720951e-05,-0.000194744546661035,-0.000120597535151919,0.000173160265403984,-3.56366257967424e-05,-0.000116828615057209,-9.72777888181406e-05,-7.83367876126393e-05,-0.000138204427926901,8.95815545006383e-05,3.27518132262785e-05,3.30555770380044e-05
"b_USOCINTURON",0.0216563991653327,0.0242319573932639,-0.302902252849374,-0.0978168618440703,0.0219936808344103,0.173015011825793,0.108648867551547,-0.0512802072201665,0.0113422460874603,-0.0371059556103462,0.148851161662363,0.050302942692018,0.0261156170813885,-0.0515009005868408,-0.0826837290492363,1,0.0331238646434232,0.105222546667815,-0.000344130425429177,0.00205680298165821,0.000978129642464034,-0.00156495008495744,0.000946481609836981,0.000988289574363202,0.00108686666619151,0.00114453263518341,0.000473521457986404,-0.000133731507972208,0.000106781458043674,-0.000596444681907551
"b_USODISPMOB",-0.025363262550639,-0.0266042445378561,-0.0793595874163689,0.132467094217876,0.0142656105610285,-0.0121356967671205,-0.158292670800201,0.0276600435718646,0.0108667171942786,0.0197945002238528,-0.00729435008447013,-0.102752207638227,-0.138408400488542,-0.181295861256502,-0.0595738193262699,0.0331238646434232,1,-0.0471891591650406,0.000140238748353248,-0.000920362871775463,-0.000403042254825678,0.00070439930087576,-0.000407282055503178,-0.000422013471383312,-0.000476509331421611,-0.00051129860266001,-0.000220260177841829,4.19681711972912e-05,-3.77874955170032e-05,0.000277424981893627
"lambda",-0.00366788073557366,-0.00208050345838553,-0.106071811302357,0.00610859439724341,-0.0227908803968054,0.0624129600446213,-0.11389031182373,0.0270085366984984,-0.00358307851611664,0.0979954657964475,-0.0830064375666659,-0.081415676216528,0.0147421171849865,-0.00872297579935176,-0.0103089951621653,0.105222546667815,-0.0471891591650406,1,-0.00269210141679928,0.0192383135763053,0.00919389652395212,-0.0148979614195255,0.00743745498700865,0.00831516047566576,0.00900427350833346,0.00998408338088967,0.00488077366548338,-0.00144767017618499,0.000711138101923851,-0.00568923422875529
"gamma_EDUBASICA",9.30269484036105e-06,6.67123727300043e-06,0.000261645222023994,-1.67361694227758e-05,6.78559068934233e-05,-0.000143684504660189,0.000332930296434847,-0.00012256989265184,4.30270098922344e-05,-0.000281707503513688,0.000470177966092993,0.000347529719604226,-4.04257134867773e-05,2.91140916641178e-05,1.84970903720951e-05,-0.000344130425429177,0.000140238748353248,-0.00269210141679928,1,-0.147071079067048,0.182186063302202,-0.489651955373564,-0.144845752169647,-0.137397953025681,-0.136437463338598,-0.112846325247043,-0.0152439871082963,0.0262855755742391,-0.0426762915667063,0.0232200003327695
"gamma_CSECO",-7.54041864596204e-05,-4.45814000715462e-05,-0.00197954662331205,0.000130827705440477,-0.000441683587833296,0.000967006009939717,-0.00225976761963329,0.000566253635851355,-3.00143998466103e-05,0.0019168944791449,-0.00165558731218822,-0.00143383457491026,0.000294981756512751,-0.000165407753631485,-0.000194744546661035,0.00205680298165821,-0.000920362871775463,0.0192383135763053,-0.147071079067048,1,-0.0891586908458263,-0.562474787061888,0.0937026603399161,0.0330608997801601,0.0943549471272415,0.0527920782915365,-0.0370169172920097,0.0634954826296275,-0.038082236194982,-0.00192311064575349
"gamma_CONG_EF",-3.50395454478607e-05,-2.51475184448017e-05,-0.00100408378411836,6.50202645850662e-05,-0.000239143791967756,0.000599307077491103,-0.000887867248433566,0.000257457819773951,-3.46188872255061e-05,0.00092029084896616,-0.000767052824994186,-0.000709592746564345,0.000116769917017401,-0.000108901189918488,-0.000120597535151919,0.000978129642464034,-0.000403042254825678,0.00919389652395212,0.182186063302202,-0.0891586908458263,1,-0.287929127339027,-0.0333937165273182,-0.0284680251639811,0.00412096059077796,-0.0162016149786334,0.0190906814699996,0.0126936280350863,-0.0880648225418819,-0.0010588521521651
"gamma_SININFO",6.04632440599294e-05,3.69873466586428e-05,0.00159019284581834,-0.000112118504856469,0.000348037289641438,-0.000780692917013534,0.00170800702945095,-0.000397132989796377,2.88705905578869e-06,-0.00149876465529787,0.00115914424360715,0.000986936755882533,-0.000220652529530682,0.000133705590456456,0.000173160265403984,-0.00156495008495744,0.00070439930087576,-0.0148979614195255,-0.489651955373564,-0.562474787061888,-0.287929127339027,1,-0.0232347030927626,0.0125818996112512,-0.0462152269773167,-0.00306622828195028,0.0128140804033907,-0.0535226458496031,0.0783044719202867,-0.0122380135564079
"zeta_FRbr",-3.4150817914233e-05,-1.90880090780215e-05,-0.000965849247006786,4.88162099402924e-05,-0.00019704994617187,0.000534926272471264,-0.00108684273785777,0.000305501215466226,1.01436215918846e-05,0.000862313009210397,-0.000718018945409559,-0.000744349568287893,0.000160691204844737,-3.1476308950846e-05,-3.56366257967424e-05,0.000946481609836981,-0.000407282055503178,0.00743745498700865,-0.144845752169647,0.0937026603399161,-0.0333937165273182,-0.0232347030927626,1,0.407188755560826,0.533080579127357,0.346504139856642,-0.283432308044555,0.0978300970314297,0.0792964160586849,0.0129710353204755
"zeta_EnfCond",-3.16922227048274e-05,-1.30399784171387e-05,-0.000983060543762865,3.10081342250548e-05,-0.00018801666836227,0.000637100182162865,-0.00110943584456897,0.000306607500740242,-4.62467154757255e-05,0.000895915406402929,-0.000797873836794173,-0.000795607604332848,0.000101784025365226,-0.000117866931706718,-0.000116828615057209,0.000988289574363202,-0.000422013471383312,0.00831516047566576,-0.137397953025681,0.0330608997801601,-0.0284680251639811,0.0125818996112512,0.407188755560826,1,0.424696665006586,0.265540515250644,0.0329187405341285,-0.112399226298722,-0.00767813904307583,0.00308386727168047
"zeta_AFrSem",-3.53733117609372e-05,-1.56162064119252e-05,-0.00109661810945215,2.91251349881901e-05,-0.000220998802768647,0.000696483594550182,-0.00119021790905017,0.000292143448683708,-2.54614341012874e-05,0.00099446134753823,-0.000922392745898085,-0.000826983623939047,0.000165509746248144,-9.44962314961823e-05,-9.72777888181406e-05,0.00108686666619151,-0.000476509331421611,0.00900427350833346,-0.136437463338598,0.0943549471272415,0.00412096059077796,-0.0462152269773167,0.533080579127357,0.424696665006586,1,0.339251981886198,0.0694433476832529,0.066028736131305,-0.265148078679609,0.0239902849275037
"zeta_CulFr",-3.74812078891083e-05,-1.95938322401398e-05,-0.001160683498968,4.50832502989231e-05,-0.000228362417522599,0.000672265714411938,-0.00118966473109242,0.000346027550539213,-3.21914903563244e-05,0.00106937289095298,-0.0009371603608955,-0.000939358099832277,0.000190361879653256,-7.97733607576215e-05,-7.83367876126393e-05,0.00114453263518341,-0.00051129860266001,0.00998408338088967,-0.112846325247043,0.0527920782915365,-0.0162016149786334,-0.00306622828195028,0.346504139856642,0.265540515250644,0.339251981886198,1,-0.0117417398224863,0.0309046338177999,0.0157097021781049,-0.105567938800769
"sigma_FRbr",-9.18558681022567e-06,2.05001240831631e-06,-0.000452136305514466,-1.962567245989e-05,-7.94821051622405e-05,0.000401794929789376,-0.000408083206073971,7.88251533951795e-05,-8.63738382943649e-05,0.000444555222987944,-0.000506098932161963,-0.000360451275764349,1.83508605942502e-05,-0.000142389525763065,-0.000138204427926901,0.000473521457986404,-0.000220260177841829,0.00488077366548338,-0.0152439871082963,-0.0370169172920097,0.0190906814699996,0.0128140804033907,-0.283432308044555,0.0329187405341285,0.0694433476832529,-0.0117417398224863,1,-0.1318700841063,-0.323458169709678,-0.0222979169430573
"sigma_EnfCond",1.68836759302995e-06,-3.952894717155e-06,0.000105250818734563,6.46179854600267e-06,4.64283021835668e-06,-0.000150268170758008,0.00018156754229848,-6.12752174679646e-05,5.580512408302e-05,-0.000105802943944013,0.000110665528234567,0.000147158329535001,6.87371911386796e-05,9.57676595392565e-05,8.95815545006383e-05,-0.000133731507972208,4.19681711972912e-05,-0.00144767017618499,0.0262855755742391,0.0634954826296275,0.0126936280350863,-0.0535226458496031,0.0978300970314297,-0.112399226298722,0.066028736131305,0.0309046338177999,-0.1318700841063,1,-0.0431313585443655,0.00193826259048242
"sigma_AFrSem",-6.67811692063817e-06,-8.18652549547067e-06,-0.000112583236239849,3.69687802621298e-05,-1.76094860513649e-05,-3.59979467521701e-05,-0.000147842345904261,0.000125619604941402,1.28049971785495e-05,9.87084071711296e-05,4.69376111987228e-05,-0.000150913412476533,8.45937985473851e-06,3.2459065772393e-05,3.27518132262785e-05,0.000106781458043674,-3.77874955170032e-05,0.000711138101923851,-0.0426762915667063,-0.038082236194982,-0.0880648225418819,0.0783044719202867,0.0792964160586849,-0.00767813904307583,-0.265148078679609,0.0157097021781049,-0.323458169709678,-0.0431313585443655,1,-0.0541554252353655
"sigma_CulFr",1.87464785524683e-05,1.08798860792629e-05,0.000608442708737208,-2.54299584940771e-05,0.000116506566740251,-0.000329711356741101,0.000555530370240779,-0.000183610222128435,2.61223373924222e-05,-0.000576064289071304,0.000501226958045483,0.000527155430122104,-0.000115458773847346,3.73944622967907e-05,3.30555770380044e-05,-0.000596444681907551,0.000277424981893627,-0.00568923422875529,0.0232200003327695,-0.00192311064575349,-0.0010588521521651,-0.0122380135564079,0.0129710353204755,0.00308386727168047,0.0239902849275037,-0.105567938800769,-0.0222979169430573,0.00193826259048242,-0.0541554252353655,1
