"","asc_ruta1","asc_ruta2","asc_ruta3","b_time","b_dist","b_cong","b_Sem_1","b_Sem_2","b_Sem_3","b_Sem_4","b_SI_CAMFD","b_ACC_1","b_ACC_2","b_SI_PANEL","b_SI_ZER","b_HTRB_1","b_HTRB_2","b_HTRB_3","b_HTRB_4","b_Exper_2","b_Exper_3","b_Exper_4","b_Exper_5","b_CSECO","b_CLLUVIA","b_Hpico","b_Hvalle","b_EduBasica","b_EduSuperior","b_Info_traf","b_NoInfo_traf","b_Joven30","b_Adulto40","b_Adulto60","b_AdultoMayor"
"asc_ruta1",-53.8232050220485,10.52396684446,5.7030075827327,133.554341590017,-9.59327384934034,9.2537720520741,-2.99389534490466,0.305407418207888,1.97630196104644,2.88663639992349,-2.91676083514292,-1.56776651999274,2.2425113442494,-3.20816220908794,-0.267065433386346,-1.6450575959352e-12,2.4187155690279,20.304045364572,14.8734696701182,4.7677884871312,3.4708562120119,6.35321115952824,17.408036428801,31.212622581026,6.38360801335004,24.0994194075329,13.4968111877688,21.8994388771907,6.13811731860045,6.91769615150931,30.2628188420943,2.59104120118095,9.99819963390083,20.334382335054,4.67260742616415
"asc_ruta2",10.52396684446,-28.1304399988051,2.41934369957164,14.3033368238953,-7.79637260538219,5.85085200901768,1.41213832833803,0.479793189061867,-0.882839702604187,-2.06356862885414,0.0878608010452554,0.238683437270142,-0.342099549361565,-1.24776086409613,-0.754961520889105,3.84899549028361e-13,1.06617164990354,8.1396344951647,5.98132330555156,1.60963818967227,1.50744266554024,2.44722326269417,7.36589553098255,12.5174008910571,2.66972856370375,9.72671210675214,5.46041734378993,9.02744295652826,2.59675109667466,2.85043994214714,12.188160531678,0.880080743457409,3.88481135927416,8.33935788465463,2.08287946831605
"asc_ruta3",5.7030075827327,2.41934369957164,-16.4616141574952,-19.2832948328115,-5.05040004631215,0.888070580433362,0.421904725792998,2.30567184103612,-0.262856222692783,-3.08805031726371,-0.58574509687464,0.161941105664985,-0.16094600005194,-1.07992322427181,-1.3010477747002,1.50732743952346e-12,0.609241126323017,4.44009758920328,3.28992416112205,0.950073981933161,0.700438049000711,1.42286193191788,3.83834073907915,6.81461274492761,1.52465013047522,5.54026909092897,2.79899378558927,5.07879429302969,1.34577788796941,1.72385341809761,6.53194025792137,0.483966140735045,2.27419453132755,4.37203955357582,1.20906264959706
"b_time",133.554341590017,14.3033368238953,-19.2832948328115,-2771.38680822886,-255.924559972888,-322.969182300617,14.2823805368045,-13.0537296577869,-2.15870280407197,-1.00911084380356,-8.53194981254217,6.75909631947092,8.14879601894828,27.930082915225,7.83230828060167,-3.14614237917244e-11,-2.1698561049486,-48.7211650549862,-77.6833624172994,-6.98027183748633,-8.88856055442642,-15.9165479824821,-76.4402408395514,-108.056702452719,-20.5176811360839,-61.813262929987,-66.7611206547938,-70.6661866892381,-24.7701181097455,-19.5616425707999,-103.82243143771,-2.18534879040014,-17.7869535393505,-83.4663420652858,-25.1357391937013
"b_dist",-9.59327384934034,-7.79637260538219,-5.05040004631215,-255.924559972888,-146.057734244908,-24.5697468374771,-2.26249441742376,0.383326150312595,-0.244710058472982,2.73000122949242,-3.29150953245199,-2.00332489355204,2.638113014927,1.72965674263903,4.5846405196963,7.74419446852776e-13,1.23653087964753,12.6134492191615,8.59006638557736,3.29053712606545,3.11153540877271,3.13131530118045,8.97692720974443,15.4876018989508,6.9524445983885,16.1884659141862,6.25158058323576,15.719800538227,2.96511033981874,3.92011937836149,18.389883498512,1.85954429235058,7.40384162336701,11.551172421617,1.62548816186981
"b_cong",9.2537720520741,5.85085200901768,0.888070580433362,-322.969182300617,-24.5697468374771,-191.72256693022,-0.256973465063858,-3.81526312184924,4.35236882327751,0.627244322246397,-0.908232016316722,1.26936663132647,3.31802945990005,-0.428785211075356,6.50316015466988,-1.43217383499007e-12,-1.96022829523018,-2.61069574390223,-11.4217706701585,0.0359871247385846,1.07851699493792,-1.75583644145388,-10.9227741064517,-16.3136729561385,0.320978265208132,-5.18040753134935,-10.8122871372835,-5.76208800354598,-0.733275885989884,-2.08005213911765,-12.9194236553496,2.12776639193518,-2.61968709862151,-8.93700917410948,-6.56376479349801
"b_Sem_1",-2.99389534490466,1.41213832833803,0.421904725792998,14.2823805368045,-2.26249441742376,-0.256973465063858,-7.68562396680598,5.65103483610483,0.942090959498444,0.881329512954643,0.603165150357469,-0.232677523912409,0.860614530084754,0.933680517281037,0.608770597950142,2.09604514305798e-14,-0.109025272216233,1.22874619972606,0.0401313508326192,0.189427895111312,0.457558368707377,-0.3058517277176,0.160227721779795,0.652223111755833,0.507629172834505,0.578284789535369,0.581567494192249,0.698857706693576,0.172435867863943,0.461233931826063,0.536279630588494,-0.273095598837426,1.1415639497032,0.523863448282676,-0.232479512959242
"b_Sem_2",0.305407418207888,0.479793189061867,2.30567184103612,-13.0537296577869,0.383326150312595,-3.81526312184924,5.65103483610483,-21.719081948613,8.37067826791464,4.24768470812284,0.600299941280145,-0.228978889454743,-0.420198158239726,1.97372625205431,1.08242284052816,-4.05960244846124e-13,0.735926559345992,-3.52900305389086,-0.297795931274118,-0.270108736471502,-0.670417123097887,0.45634531944984,-2.13658102603724,-2.11660645503429,-0.974265987743088,-2.39668190235502,-0.69419054240342,-1.02691426918863,-0.383796946000883,-0.421023970419001,-2.49807604856695,-0.00669150406153223,-1.9821688175664,-0.740507489654793,-0.361504631518293
"b_Sem_3",1.97630196104644,-0.882839702604187,-0.262856222692783,-2.15870280407197,-0.244710058472982,4.35236882327751,0.942090959498444,8.37067826791464,-21.8784795515169,8.87140941446128,-1.06875754157404,0.816259578750601,0.252339613306133,-0.576851253465357,0.569215383679259,2.58207266069632e-13,-0.656816937955917,-0.0212506818942516,-0.152538423492163,0.286660470779328,-0.0253853934386362,-0.312777853217776,-0.567183310040727,0.0144362459828167,-0.845042284451139,-1.01034078655797,0.179734749894546,-1.49159985736332,-0.00167548263043454,-0.774207343411424,-0.238423324757461,0.405010686055453,-0.177688416980934,-1.30041027505642,0.242481969129907
"b_Sem_4",2.88663639992349,-2.06356862885414,-3.08805031726371,-1.00911084380356,2.73000122949242,0.627244322246397,0.881329512954643,4.24768470812284,8.87140941446128,-15.9841208392409,-0.42997633808731,-0.453161873684423,-1.01137386488027,-1.38001317277602,-2.75512120333727,-1.35543046512633e-13,0.110956835515519,2.2749250954963,-0.120899394905786,0.232410672439094,0.379962788980491,0.0761896255194065,2.11829073969155,1.7821916862313,0.482790857584227,2.05496793515022,0.210014605740029,1.27245133799815,0.839891752212872,0.799113836164122,1.46586870725739,0.211508555647861,0.819365946868254,0.783566138941168,0.450541902387726
"b_SI_CAMFD",-2.91676083514292,0.0878608010452554,-0.58574509687464,-8.53194981254217,-3.29150953245199,-0.908232016316722,0.603165150357469,0.600299941280145,-1.06875754157404,-0.42997633808731,-13.0885891921498,-0.0577072649168877,-0.828780276370554,-1.57373696912149,0.74517769929159,4.26295291442791e-13,0.489297196430666,2.31020660632035,0.615141327285615,-0.310654880816592,0.522045581756652,1.02449469374695,2.18628622353838,2.51226564628065,0.902379485555328,2.26979137085909,1.14485376126122,1.96393655148601,0.600379571386333,0.173481305167594,3.40350254364039,0.499024904485442,0.337035170857319,2.23484355848562,0.343741497571667
"b_ACC_1",-1.56776651999274,0.238683437270142,0.161941105664985,6.75909631947092,-2.00332489355204,1.26936663132647,-0.232677523912409,-0.228978889454743,0.816259578750601,-0.453161873684423,-0.0577072649168877,-5.91470481171818,0.346493556745062,0.072981746757912,-0.708197610840764,3.80497284438892e-14,-0.106302161086008,0.247421438747531,1.0260226779377,0.0848627297661043,0.333901248701714,0.167901933432752,0.878790880146588,1.16927630363585,-0.0021343681482607,0.35399574252294,0.813146220777439,0.241495421629632,0.225773988007731,0.669218820422548,0.497923095445491,0.0655444309102384,0.0151234200869773,0.793060494366468,0.293413600124888
"b_ACC_2",2.2425113442494,-0.342099549361565,-0.16094600005194,8.14879601894828,2.638113014927,3.31802945990005,0.860614530084754,-0.420198158239726,0.252339613306133,-1.01137386488027,-0.828780276370554,0.346493556745062,-3.65164569310312,-0.658469181089146,0.00719852647999819,-1.31645341306701e-13,-0.180468322786238,-0.458756200043798,-1.10024127405108,-0.155717194888759,1.00604825179508e-10,0.025842008966986,-1.40742075314576,-1.75897539562685,0.01950960004107,-1.84315212851288,0.103686332395025,-1.00859077492618,-0.297328986697205,0.0665025038115956,-1.80596830170219,-0.155717195059239,-0.682185205349199,-0.790861113123479,-0.110702282253784
"b_SI_PANEL",-3.20816220908794,-1.24776086409613,-1.07992322427181,27.930082915225,1.72965674263903,-0.428785211075356,0.933680517281037,1.97372625205431,-0.576851253465357,-1.38001317277602,-1.57373696912149,0.072981746757912,-0.658469181089146,-23.1169707580597,-0.537527473322173,1.73411466941892e-12,-0.331018273000738,2.66508892792993,3.20177564618064,0.349844423449564,-0.12699743348913,1.33466042175477,3.65206722538481,4.29617877163327,1.23966752453914,4.05194194385195,1.48390435188575,3.29096103843555,0.0336337514592292,-0.418574133774372,5.75419917443216,0.520127061469408,1.04513128174064,2.78346158592144,1.1871263683594
"b_SI_ZER",-0.267065433386346,-0.754961520889105,-1.3010477747002,7.83230828060167,4.5846405196963,6.50316015466988,0.608770597950142,1.08242284052816,0.569215383679259,-2.75512120333727,0.74517769929159,-0.708197610840764,0.00719852647999819,-0.537527473322173,-17.0705097371298,1.19208708450323e-13,0.150634276258883,0.842271278709606,1.33016918923876,0.57269557982608,-0.185724463760608,0.519920027210357,1.68651585301071,2.3398118336896,-0.0167371129146082,2.88370237951015,-0.560627648692981,1.97886171101323,0.84435811739795,1.07340345061381,1.24967128367801,0.382466468538513,0.183285565152654,1.29480914457407,0.462513554478254
"b_HTRB_1",-1.6450575959352e-12,3.84899549028361e-13,1.50732743952346e-12,-3.14614237917244e-11,7.74419446852776e-13,-1.43217383499007e-12,2.09604514305798e-14,-4.05960244846124e-13,2.58207266069632e-13,-1.35543046512633e-13,4.26295291442791e-13,3.80497284438892e-14,-1.31645341306701e-13,1.73411466941892e-12,1.19208708450323e-13,0,1.27761048849841e-13,-7.91486575476317e-13,4.99407748662977e-14,-5.2471881434242e-13,-5.23740509855842e-14,-1.12801311257875e-13,1.07118241378692e-12,-1.4695137523035e-12,-1.0773425190138e-13,-1.86410425603741e-13,5.17312329560909e-13,-2.1963297337519e-13,-6.30328872579736e-13,-3.81641321640602e-14,1.20585090022054e-12,-8.56332445795457e-14,-3.48474184057081e-13,-1.09445315832492e-13,-8.93285052804445e-15
"b_HTRB_2",2.4187155690279,1.06617164990354,0.609241126323017,-2.1698561049486,1.23653087964753,-1.96022829523018,-0.109025272216233,0.735926559345992,-0.656816937955917,0.110956835515519,0.489297196430666,-0.106302161086008,-0.180468322786238,-0.331018273000738,0.150634276258883,1.27761048849841e-13,-4.09412834545367,-3.51895721918137e-12,1.14070010933958e-08,-0.555812014259807,-0.462212790087527,-0.499722641633355,-1.48498808231582,-3.84907972904869,-0.245048619050818,-2.80735036295497,-1.28677798358373,-1.68309549988637,-0.552937380962082,-1.3831013637745,-2.71102698536364,-0.514615809503371,-1.35342277747649,-1.83471527344325,-0.391374487435937
"b_HTRB_3",20.304045364572,8.1396344951647,4.44009758920328,-48.7211650549862,12.6134492191615,-2.61069574390223,1.22874619972606,-3.52900305389086,-0.0212506818942516,2.2749250954963,2.31020660632035,0.247421438747531,-0.458756200043798,2.66508892792993,0.842271278709606,-7.91486575476317e-13,-3.51895721918137e-12,-32.8837774483438,1.61225440133302e-08,-4.34639310380185,-3.20151048132943,-4.5979667503424,-15.9001296083708,-27.2324425652713,-5.65133487666872,-22.2383687975613,-10.645408643651,-19.30159217266,-5.02669391349509,-6.93657303076089,-25.5396959317848,-2.56628490516711,-8.99693064651824,-16.7157437403277,-4.60481814875158
"b_HTRB_4",14.8734696701182,5.98132330555156,3.28992416112205,-77.6833624172994,8.59006638557736,-11.4217706701585,0.0401313508326192,-0.297795931274118,-0.152538423492163,-0.120899394905786,0.615141327285615,1.0260226779377,-1.10024127405108,3.20177564618064,1.33016918923876,4.99407748662977e-14,1.14070010933958e-08,1.61225440133302e-08,-24.1447171650572,-2.42529553928698,-2.0150136619181,-5.12560695610854,-11.2271550088647,-19.4631139136207,-4.68160321964369,-14.3206814288306,-9.82403567930668,-15.0209884344748,-4.50101500582703,-3.17231510428014,-20.7321967096368,-0.874187371792774,-5.80685208267113,-14.4953207497659,-2.96835690634146
"b_Exper_2",4.7677884871312,1.60963818967227,0.950073981933161,-6.98027183748633,3.29053712606545,0.0359871247385846,0.189427895111312,-0.270108736471502,0.286660470779328,0.232410672439094,-0.310654880816592,0.0848627297661043,-0.155717194888759,0.349844423449564,0.57269557982608,-5.2471881434242e-13,-0.555812014259807,-4.34639310380185,-2.42529553928698,-7.32750065978433,2.0685449690847e-10,-2.23026798458007e-12,-4.1883250772982e-10,-6.12255282508045,-1.2049478361608,-4.93478175932575,-2.39271890124897,-4.23616196935694,-1.33328900501428,-1.83321718158345,-5.49428347867769,-2.89950360320703,-2.84323291269961,-1.19278549172607,-0.391978651917898
"b_Exper_3",3.4708562120119,1.50744266554024,0.700438049000711,-8.88856055442642,3.11153540877271,1.07851699493792,0.457558368707377,-0.670417123097887,-0.0253853934386362,0.379962788980491,0.522045581756652,0.333901248701714,1.00604825179508e-10,-0.12699743348913,-0.185724463760608,-5.23740509855842e-14,-0.462212790087527,-3.20151048132943,-2.0150136619181,2.0685449690847e-10,-5.67873692545686,-7.61428744498737e-09,3.57106192008368e-10,-5.02221568958251,-0.656521239135515,-2.7185908550693,-2.96014607176276,-3.81841899542882,-0.496764058058944,-0.72531649932538,-4.95342043410904,-0.0648635357471141,-1.79993901663588,-3.41039219083332,-0.403542184061989
"b_Exper_4",6.35321115952824,2.44722326269417,1.42286193191788,-15.9165479824821,3.13131530118045,-1.75583644145388,-0.3058517277176,0.45634531944984,-0.312777853217776,0.0761896255194065,1.02449469374695,0.167901933432752,0.025842008966986,1.33466042175477,0.519920027210357,-1.12801311257875e-13,-0.499722641633355,-4.5979667503424,-5.12560695610854,-2.23026798458007e-12,-7.61428744498737e-09,-10.2232963531473,4.96406429654297e-10,-7.89353102563293,-2.32976533319635,-6.56090196484883,-3.66239439316768,-7.11799013951714,-1.61477863212092,-2.04758335945841,-7.93550769577321,-0.0876054248202888,-3.36129646132841,-5.4869601067801,-1.28743436515371
"b_Exper_5",17.408036428801,7.36589553098255,3.83834073907915,-76.4402408395514,8.97692720974443,-10.9227741064517,0.160227721779795,-2.13658102603724,-0.567183310040727,2.11829073969155,2.18628622353838,0.878790880146588,-1.40742075314576,3.65206722538481,1.68651585301071,1.07118241378692e-12,-1.48498808231582,-15.9001296083708,-11.2271550088647,-4.1883250772982e-10,3.57106192008368e-10,4.96406429654297e-10,-28.6122726995044,-23.4260116546859,-5.18626104717051,-18.8743430223381,-9.73792967664829,-17.5128572367844,-3.50985318420641,-5.51238613083566,-22.692378092211,-0.0993765000342844,-5.29621425109398,-17.5735956850112,-5.64308626351646
"b_CSECO",31.212622581026,12.5174008910571,6.81461274492761,-108.056702452719,15.4876018989508,-16.3136729561385,0.652223111755833,-2.11660645503429,0.0144362459828167,1.7821916862313,2.51226564628065,1.16927630363585,-1.75897539562685,4.29617877163327,2.3398118336896,-1.4695137523035e-12,-3.84907972904869,-27.2324425652713,-19.4631139136207,-6.12255282508045,-5.02221568958251,-7.89353102563293,-23.4260116546859,-50.5446362172096,3.76794253574606e-09,-32.4177737365842,-18.1268624785843,-27.9344425366447,-8.56557221016999,-9.41078778404181,-40.4861346546189,-3.54101119987133,-11.8866020419188,-28.5254438735329,-6.59157909726796
"b_CLLUVIA",6.38360801335004,2.66972856370375,1.52465013047522,-20.5176811360839,6.9524445983885,0.320978265208132,0.507629172834505,-0.974265987743088,-0.845042284451139,0.482790857584227,0.902379485555328,-0.0021343681482607,0.01950960004107,1.23966752453914,-0.0167371129146082,-1.0773425190138e-13,-0.245048619050818,-5.65133487666872,-4.68160321964369,-1.2049478361608,-0.656521239135515,-2.32976533319635,-5.18626104717051,3.76794253574606e-09,-10.577986710274,-6.9486268699079,-3.62935984272738,-8.07123358506353,-1.51507410121324,-2.0812017405422,-8.49678497779107,-0.414076888357879,-4.27060347954095,-4.52033589800052,-1.37297044777154
"b_Hpico",24.0994194075329,9.72671210675214,5.54026909092897,-61.813262929987,16.1884659141862,-5.18040753134935,0.578284789535369,-2.39668190235502,-1.01034078655797,2.05496793515022,2.26979137085909,0.35399574252294,-1.84315212851288,4.05194194385195,2.88370237951015,-1.86410425603741e-13,-2.80735036295497,-22.2383687975613,-14.3206814288306,-4.93478175932575,-2.7185908550693,-6.56090196484883,-18.8743430223381,-32.4177737365842,-6.9486268699079,-39.3664006098429,5.3301213701121e-10,-24.1814161870485,-7.08856743989578,-8.04138722005381,-31.1524224674981,-2.51950492715669,-11.1433412235395,-20.983979526024,-4.71957492376309
"b_Hvalle",13.4968111877688,5.46041734378993,2.79899378558927,-66.7611206547938,6.25158058323576,-10.8122871372835,0.581567494192249,-0.69419054240342,0.179734749894546,0.210014605740029,1.14485376126122,0.813146220777439,0.103686332395025,1.48390435188575,-0.560627648692981,5.17312329560909e-13,-1.28677798358373,-10.645408643651,-9.82403567930668,-2.39271890124897,-2.96014607176276,-3.66239439316768,-9.73792967664829,-18.1268624785843,-3.62935984272738,5.3301213701121e-10,-21.7562223204055,-11.8242599322804,-2.99207886367591,-3.45060229379239,-17.8304971637612,-1.43558316013811,-5.01386429355021,-12.0618002437675,-3.24497461935684
"b_EduBasica",21.8994388771907,9.02744295652826,5.07879429302969,-70.6661866892381,15.719800538227,-5.76208800354598,0.698857706693576,-1.02691426918863,-1.49159985736332,1.27245133799815,1.96393655148601,0.241495421629632,-1.00859077492618,3.29096103843555,1.97886171101323,-2.1963297337519e-13,-1.68309549988637,-19.30159217266,-15.0209884344748,-4.23616196935694,-3.81841899542882,-7.11799013951714,-17.5128572367844,-27.9344425366447,-8.07123358506353,-24.1814161870485,-11.8242599322804,-36.0056761296302,3.08677377163355e-09,-6.64168391251274,-29.1290746411917,-2.18265785766878,-10.3387200619971,-18.7081155542641,-4.77618264368533
"b_EduSuperior",6.13811731860045,2.59675109667466,1.34577788796941,-24.7701181097455,2.96511033981874,-0.733275885989884,0.172435867863943,-0.383796946000883,-0.00167548263043454,0.839891752212872,0.600379571386333,0.225773988007731,-0.297328986697205,0.0336337514592292,0.84435811739795,-6.30328872579736e-13,-0.552937380962082,-5.02669391349509,-4.50101500582703,-1.33328900501428,-0.496764058058944,-1.61477863212092,-3.50985318420641,-8.56557221016999,-1.51507410121324,-7.08856743989578,-2.99207886367591,3.08677377163355e-09,-10.080646305091,-2.3715943409414,-7.29625574083635,-1.09395598046792,-2.19783626967218,-5.94686601833608,-0.841988039040974
"b_Info_traf",6.91769615150931,2.85043994214714,1.72385341809761,-19.5616425707999,3.92011937836149,-2.08005213911765,0.461233931826063,-0.421023970419001,-0.774207343411424,0.799113836164122,0.173481305167594,0.669218820422548,0.0665025038115956,-0.418574133774372,1.07340345061381,-3.81641321640602e-14,-1.3831013637745,-6.93657303076089,-3.17231510428014,-1.83321718158345,-0.72531649932538,-2.04758335945841,-5.51238613083566,-9.41078778404181,-2.0812017405422,-8.04138722005381,-3.45060229379239,-6.64168391251274,-2.3715943409414,-11.4919895065482,3.30559803637871e-14,-0.93126216056101,-2.48961275105983,-5.9676770996684,-2.10343749937732
"b_NoInfo_traf",30.2628188420943,12.188160531678,6.53194025792137,-103.82243143771,18.389883498512,-12.9194236553496,0.536279630588494,-2.49807604856695,-0.238423324757461,1.46586870725739,3.40350254364039,0.497923095445491,-1.80596830170219,5.75419917443216,1.24967128367801,1.20585090022054e-12,-2.71102698536364,-25.5396959317848,-20.7321967096368,-5.49428347867769,-4.95342043410904,-7.93550769577321,-22.692378092211,-40.4861346546189,-8.49678497779107,-31.1524224674981,-17.8304971637612,-29.1290746411917,-7.29625574083635,3.30559803637871e-14,-48.982919632284,-3.02382592750988,-13.6675927704474,-26.6029798058569,-5.68852112665659
"b_Joven30",2.59104120118095,0.880080743457409,0.483966140735045,-2.18534879040014,1.85954429235058,2.12776639193518,-0.273095598837426,-0.00669150406153223,0.405010686055453,0.211508555647861,0.499024904485442,0.0655444309102384,-0.155717195059239,0.520127061469408,0.382466468538513,-8.56332445795457e-14,-0.514615809503371,-2.56628490516711,-0.874187371792774,-2.89950360320703,-0.0648635357471141,-0.0876054248202888,-0.0993765000342844,-3.54101119987133,-0.414076888357879,-2.51950492715669,-1.43558316013811,-2.18265785766878,-1.09395598046792,-0.93126216056101,-3.02382592750988,-3.95508808697094,-5.53261140604993e-16,4.93370894235867e-11,3.40192132238528e-13
"b_Adulto40",9.99819963390083,3.88481135927416,2.27419453132755,-17.7869535393505,7.40384162336701,-2.61968709862151,1.1415639497032,-1.9821688175664,-0.177688416980934,0.819365946868254,0.337035170857319,0.0151234200869773,-0.682185205349199,1.04513128174064,0.183285565152654,-3.48474184057081e-13,-1.35342277747649,-8.99693064651824,-5.80685208267113,-2.84323291269961,-1.79993901663588,-3.36129646132841,-5.29621425109398,-11.8866020419188,-4.27060347954095,-11.1433412235395,-5.01386429355021,-10.3387200619971,-2.19783626967218,-2.48961275105983,-13.6675927704474,-5.53261140604993e-16,-16.1572055255301,1.95416396047916e-09,-4.09856415386006e-16
"b_Adulto60",20.334382335054,8.33935788465463,4.37203955357582,-83.4663420652858,11.551172421617,-8.93700917410948,0.523863448282676,-0.740507489654793,-1.30041027505642,0.783566138941168,2.23484355848562,0.793060494366468,-0.790861113123479,2.78346158592144,1.29480914457407,-1.09445315832492e-13,-1.83471527344325,-16.7157437403277,-14.4953207497659,-1.19278549172607,-3.41039219083332,-5.4869601067801,-17.5735956850112,-28.5254438735329,-4.52033589800052,-20.983979526024,-12.0618002437675,-18.7081155542641,-5.94686601833608,-5.9676770996684,-26.6029798058569,4.93370894235867e-11,1.95416396047916e-09,-33.0457797741565,1.20379180710551e-10
"b_AdultoMayor",4.67260742616415,2.08287946831605,1.20906264959706,-25.1357391937013,1.62548816186981,-6.56376479349801,-0.232479512959242,-0.361504631518293,0.242481969129907,0.450541902387726,0.343741497571667,0.293413600124888,-0.110702282253784,1.1871263683594,0.462513554478254,-8.93285052804445e-15,-0.391374487435937,-4.60481814875158,-2.96835690634146,-0.391978651917898,-0.403542184061989,-1.28743436515371,-5.64308626351646,-6.59157909726796,-1.37297044777154,-4.71957492376309,-3.24497461935684,-4.77618264368533,-0.841988039040974,-2.10343749937732,-5.68852112665659,3.40192132238528e-13,-4.09856415386006e-16,1.20379180710551e-10,-7.96454954462555
