"","asc_ruta2","asc_ruta3","asc_rutaEC","b_tt","b_dt","b_CongCD_ruta1","b_CongCD_ruta2","b_CongCD_ruta3","b_CongCD_rutaEC","b_Sem_0_ruta1","b_Sem_0_ruta2","b_Sem_0_ruta3","b_Sem_0_rutaEC","b_Sem_1_ruta1","b_Sem_1_ruta2","b_Sem_1_ruta3","b_Sem_1_rutaEC","b_Sem_2_ruta1","b_Sem_2_ruta2","b_Sem_2_ruta3","b_Sem_2_rutaEC","b_Sem_3_ruta1","b_Sem_3_ruta2","b_Sem_3_ruta3","b_Sem_3_rutaEC","b_SI_CAMFD","b_SI_PANEL","b_SI_ZER","b_Si_MTRP","b_CSECO","b_Hpico","b_Joven30","b_Adulto40","b_Adulto60","b_USODISPMOB","b_EdBasica","b_Htrab_2","b_Htrab_3","b_Htrab_4","b_Exp_2","b_Exp_3","b_Exp_4","b_Exp_5"
"asc_ruta2",-44.3450109218779,0.2860720785486,-0.933801667528201,-0.000664225404707765,0.00394449862491718,0.0100113963667646,-0.0261689092044431,0.000511967384558165,0.0050924060200413,0.292456856716479,44.6313205440857,0.00846922499478406,0.102844100710247,0.288539980924138,44.6624780237491,0.00340050858115076,0.106934360076063,0.284327221053708,44.6649001173439,0.00540767767545407,0.103236233540816,0.270010177456266,44.623531926191,-0.00403041567658226,0.074194486371045,0.00690955758782234,-0.00223747280218446,0.00112338293097349,0.00364014240175212,0.0105567239905049,-0.00437657268813166,0.0195136647593647,-0.00276095523480161,0.00917759552072587,-0.00824040421648687,0.000173769628493406,1.13055712962524,1.12391988976453,1.1310961855092,-0.0199506559610571,-0.0088727953498306,-0.027626246481523,-0.0107299291963646
"asc_ruta3",0.2860720785486,2.35215986905836,0.211701165334199,0.0032427132130501,0.0800869101802759,0.00869645752796648,-0.0386840049394655,-0.260692670349398,0.00696174022943958,0.634102950299305,0.333039475724746,-1.67696075646717,0.291605392593111,0.600626379589312,0.290633144252444,-1.68769006159072,0.249707122683217,0.590920654637975,0.290881205561579,-1.73065595170669,0.241071055830633,0.571784333021596,0.266320903744325,-1.7113864264029,0.195036760952262,-0.0293168318976366,-0.0293256109462902,-0.0560553424095604,-0.0564972809365415,0.00984556877972083,0.0139366172059004,0.0994498965748833,0.0506024448714896,0.0301247741872667,-0.0112071699437109,0.010045962294109,0.123464922291285,0.120809527805934,0.145315781118877,-0.055801095372757,-0.00746330132922161,-0.0643160372835072,-0.0290223735619271
"asc_rutaEC",-0.933801667528201,0.211701165334199,31701.7801379427,-0.003279214203396,0.00582681316226658,0.00203479944505619,-0.0123864699816085,0.000125108897827343,-0.0291450903828218,0.230630816348114,1.17154445716413,0.0287593522897578,-0.109291275189756,0.238358561086724,1.17676841510216,0.0381930638976465,-0.114478373036361,0.235004466282322,1.18508296061988,0.0310401353740649,-0.116636225218227,0.218262980691497,1.16736108127911,0.0346568035682142,-0.125770141678558,-0.012496153751334,-9.92067000546121e-05,-0.00903510566764942,-0.00399559788312315,-0.0580982189726016,-0.0319646232551062,-0.135461877293987,-0.09317629751588,-0.0668506827317557,-0.0251412464023907,-0.0164932939285418,-31701.1715181436,-31701.2028162134,-31701.2046002945,-0.0339881587370135,-0.0688197004403557,-0.0965210250112245,-0.0748971385776659
"b_tt",-0.000664225404707765,0.0032427132130501,-0.003279214203396,0.000697702906971818,-0.00105404803199513,-0.000628998018735241,-0.000490016431973914,0.000604506849287228,-0.000206496997116579,0.000540196002984888,-0.000134814948638821,-0.00492378360406235,0.00402724622172382,-0.000526396068009451,-0.000595439905209644,-0.00536538256570113,0.00149365956101248,-0.000261585825279262,-0.000682860790400481,-0.00588456176602607,0.00126627372441991,0.000152494484050634,-0.000825277297971965,-0.00670391730764354,0.000720142354562669,-0.000736242457708406,0.000112422314492355,-0.000258617016194448,-0.000419363369646879,0.000315691249452106,0.000846322275463101,0.000958849297745307,0.0012806728307111,0.000347152359494635,0.000369766487440203,-3.9817671528411e-05,-0.00172586022562009,-0.00226844623351747,-0.00325104069988551,0.000292829176886504,0.000473097589863646,0.0008294243246017,-7.57288835596369e-06
"b_dt",0.00394449862491718,0.0800869101802759,0.00582681316226658,-0.00105404803199513,0.0166393795332214,-0.000137707497113843,-0.00350826047252144,-0.00125521318032826,-0.000423673659545357,0.00836211789831297,0.00509482995422276,-0.0811862833830643,0.00558068480796274,0.012472687644227,0.00360626785388754,-0.0750381562384201,0.00779270413832658,0.00989706198272186,0.00421910570416597,-0.0715719293893296,0.00886096892169099,0.00670917225102168,0.00369502168393633,-0.0702008535941821,0.00638586803996193,-0.00367723797464065,-0.000941843722226443,-0.00149774812471251,-0.00502470276504522,-0.00297625353750132,0.00147307162592431,0.00480180860223337,0.00274248080714228,0.000787886750387151,0.00195640657760519,0.00155908502052616,-0.000530537068757449,0.00285946347328223,0.00653656500649707,-0.00287911832953885,0.000830703413602655,-0.00258346947612787,-0.000981367126601199
"b_CongCD_ruta1",0.0100113963667646,0.00869645752796648,0.00203479944505619,-0.000628998018735241,-0.000137707497113843,0.0876384261341416,0.0190716518229679,0.0120808650428601,0.00544922898614669,-0.0162066527904757,0.00250747197073044,0.00665589716719384,-0.00598897467074196,-0.00925220787665869,0.0136117470074266,0.0158745939095219,0.00683735388477559,-0.0114133580914567,0.008697458911114,0.0176730081866701,0.00577785728961922,-0.0122485567845034,0.00740907489809818,0.0155960662786576,0.000233169199918363,0.00488803178119689,-0.00582431322156916,-0.00297828187476034,0.00681846204874753,0.0125020359992686,0.000281459965547225,0.00415293837753791,0.00695389261278315,0.00505904067348346,0.00591513280267424,-5.74729807760641e-05,-0.00960373434951757,-0.00130880281852423,-0.00313250467086874,0.00174340651938814,0.00982298250490106,0.00179712591558152,0.00503925710971623
"b_CongCD_ruta2",-0.0261689092044431,-0.0386840049394655,-0.0123864699816085,-0.000490016431973914,-0.00350826047252144,0.0190716518229679,0.193606436998571,0.0130087065880826,0.00474208291891813,-0.0207602259031447,-0.0207484779382885,0.0269306891805376,-0.0246729403948249,-0.00830815045673291,-0.0439253905741569,0.0414069060714721,-0.00634639149633952,-0.00369084525749462,-0.0192063640676285,0.0391811846420694,-0.00112473896510012,-0.0021694444139261,-0.0185474038513312,0.0427998521599244,-0.00552684537902569,0.00249307867425373,-0.00197999121377223,0.00425230419815629,0.00916803936946571,0.0168063219907917,0.000622888317899714,0.00510145406268289,0.003230285972635,0.00277120367900022,0.0080245720221686,0.006982537914885,-0.00642415840065113,-0.00807657315914026,-0.00738548768057911,-0.000569432658776842,-0.00459451761341837,0.00532403670512697,0.00280543983762143
"b_CongCD_ruta3",0.000511967384558165,-0.260692670349398,0.000125108897827343,0.000604506849287228,-0.00125521318032826,0.0120808650428601,0.0130087065880826,0.302272345326929,0.000761498672342999,-0.0032359543694133,-0.00544082773181268,0.109885327927828,-0.00264209080803799,0.00700587262053413,0.00509867068411599,0.129947444075692,0.0041503196847964,-0.000420807355101376,-0.00126697150976202,0.195255533275198,0.00167660486490588,0.0031669367454941,-0.0021351354542923,0.154701103429993,-0.00394943279253313,-0.000570800581990821,-0.00278644434915746,0.000324541667052604,-0.000301906292432732,0.0104931984993477,-0.00109719078253035,0.00193244485865086,0.000320331734715488,0.00195663787122099,0.00857216317828176,-0.00139874434403436,-0.01624236751353,-0.0171582268658654,-0.0202616232312662,0.0130028036350156,0.0115291974905711,0.0166021689787901,0.00822472855109075
"b_CongCD_rutaEC",0.0050924060200413,0.00696174022943958,-0.0291450903828218,-0.000206496997116579,-0.000423673659545357,0.00544922898614669,0.00474208291891813,0.000761498672342999,0.104124253548219,-0.00111918727077453,-0.00382877433842512,0.00057372915454686,0.00347102491898554,0.00582396144448057,0.00311939209504996,0.00418433315229238,0.0087359611440725,0.0112733879775879,0.00564888040543372,0.00662992569325405,0.0130908661125279,0.0273417380069234,0.00880913228046216,0.00629840408863325,0.0259892518886592,0.010107800185397,-0.000723127183562952,0.00678943712634861,-0.00990514521614865,-0.00294273210298301,0.00198681124471251,0.0204190333341763,0.0049295826996392,0.0021091182758649,-0.00271081397725008,0.00135978235989113,-0.0167236713959262,-0.00254008578517743,-0.00453098546563833,0.00176182088088698,0.00961164438082624,0.0132035126169896,0.0112023891602296
"b_Sem_0_ruta1",0.292456856716479,0.634102950299305,0.230630816348114,0.000540196002984888,0.00836211789831297,-0.0162066527904757,-0.0207602259031447,-0.0032359543694133,-0.00111918727077453,0.802267709743023,0.42256090389458,0.0500262231401411,0.346992768975217,0.606873829014419,0.334235821912147,-0.0365714041711202,0.252904294061354,0.574514568049316,0.286921033423702,-0.0584697200932268,0.209155162320648,0.549149096041063,0.246079060147915,-0.0814734128015138,0.145914711711211,0.0215493557534236,0.00278342810786886,-0.00305664141233552,0.032419038091591,0.0219170179149456,-0.00831001172905231,0.0479132206627991,0.0225290513646148,0.0317842144721148,-0.0325911088948509,0.00830501458650399,0.155021549090279,0.126726052681802,0.144580338384651,-0.0477497516855171,-0.0268048784275714,-0.0633014680825279,-0.0315551617987169
"b_Sem_0_ruta2",44.6313205440857,0.333039475724746,1.17154445716413,-0.000134814948638821,0.00509482995422276,0.00250747197073044,-0.0207484779382885,-0.00544082773181268,-0.00382877433842512,0.42256090389458,-43.1257684510478,0.0797601627141493,0.243787913403469,0.317730317093945,-44.3074094446565,-0.0138346683532361,0.141365019039788,0.287718721244353,-44.3566637894429,-0.0345371419660947,0.108419316199554,0.27421662670851,-44.3558909149383,-0.0462141975761889,0.074156164113061,0.022355126080398,-0.00220627204555541,-0.000330371861530009,0.0206741448799266,0.01039373802607,-0.0065512953117578,0.0197154528457946,0.0125410716515828,0.0163851410739123,-0.0154596220307321,0.0044210678999762,-0.977514287422746,-0.985859582945781,-0.974083152119838,-0.0286554132184216,-0.0104253474948642,-0.0350240256801483,-0.0194855252875919
"b_Sem_0_ruta3",0.00846922499478406,-1.67696075646717,0.0287593522897578,-0.00492378360406235,-0.0811862833830643,0.00665589716719384,0.0269306891805376,0.109885327927828,0.00057372915454686,0.0500262231401411,0.0797601627141493,2.8146218467974,0.0229436827465839,-0.00310934700049151,0.0421952858053284,1.68318508817714,-0.0176644443582761,-0.0269772811742613,-0.00097493310135486,1.67714749869992,-0.0434118633114545,-0.0347952989946835,-0.0181389642045701,1.65651422018854,-0.0573320214923089,0.0411315716971368,0.0280027172669208,0.0644164974743319,0.0755269405386287,0.0166009070733207,-0.0281132438259414,-0.067560531389697,-0.0484346890727582,-0.00214679541307931,-0.0179877783676826,0.000668248064397693,0.0417593201061094,0.0142147056359176,0.00855350117864568,0.0112291940510153,-0.0235153979648212,0.00102543159088242,0.000682801926439268
"b_Sem_0_rutaEC",0.102844100710247,0.291605392593111,-0.109291275189756,0.00402724622172382,0.00558068480796274,-0.00598897467074196,-0.0246729403948249,-0.00264209080803799,0.00347102491898554,0.346992768975217,0.243787913403469,0.0229436827465839,0.706816922590579,0.226225962497537,0.141941075715667,-0.0749096771306854,0.448574093421966,0.195946087760675,0.0960961670658367,-0.0999070045154726,0.417141962311738,0.159130675313919,0.0624333193150247,-0.129556331501929,0.382639105397408,0.0081908879411804,0.00402401356784533,0.00467743872015983,0.0105896984803597,-0.00946404840384301,-0.00299985646426246,0.00918974211994981,0.0122831678000599,-0.00218057447133964,0.00105302201835739,0.0106738621750342,-0.10654504013369,-0.0900726832377372,-0.0945225095313119,-0.0365780036268922,0.0040937706146928,-0.0283972405340716,-0.034302691921477
"b_Sem_1_ruta1",0.288539980924138,0.600626379589312,0.238358561086724,-0.000526396068009451,0.012472687644227,-0.00925220787665869,-0.00830815045673291,0.00700587262053413,0.00582396144448057,0.606873829014419,0.317730317093945,-0.00310934700049151,0.226225962497537,0.647828799645267,0.315051308238401,-0.0154672769793338,0.231894205898122,0.569730272081667,0.28515001934009,-0.0266378892386891,0.201792757854364,0.543888089217054,0.24625226283541,-0.0469498135666369,0.13972773624757,0.00332640752673262,0.00167618975977689,0.00483011833350786,0.00612962084279306,0.023889511194967,-0.00590295884970412,0.0460949285486154,-0.00342286703875491,0.0192812102657825,-0.0157214812477928,0.00620670785151886,0.150925030325991,0.126191442482001,0.143666825262726,-0.0388535707448679,-0.0196372216269571,-0.0499003000286583,-0.0214468816045653
"b_Sem_1_ruta2",44.6624780237491,0.290633144252444,1.17676841510216,-0.000595439905209644,0.00360626785388754,0.0136117470074266,-0.0439253905741569,0.00509867068411599,0.00311939209504996,0.334235821912147,-44.3074094446565,0.0421952858053284,0.141941075715667,0.315051308238401,-44.231413542626,0.0234109522408005,0.133540669884836,0.282815815487311,-44.3838170511399,0.00857425719771739,0.101449917062202,0.272595080012569,-44.3806521464069,-0.00430672955010517,0.0691005002990109,0.0152330330694239,-5.53489825849682e-05,0.0058852360967944,0.0158829929492318,0.0161573659376666,-0.00689828692704775,0.0173595073914502,-0.00145798222323293,0.00964826316934652,-0.0101849423224213,0.00373435350252573,-0.98220254525602,-0.993657429221946,-0.983331434262737,-0.0162733358786578,-0.00230528430312388,-0.0232743398191925,-0.00525892092285872
"b_Sem_1_ruta3",0.00340050858115076,-1.68769006159072,0.0381930638976465,-0.00536538256570113,-0.0750381562384201,0.0158745939095219,0.0414069060714721,0.129947444075692,0.00418433315229238,-0.0365714041711202,-0.0138346683532361,1.68318508817714,-0.0749096771306854,-0.0154672769793338,0.0234109522408005,1.90552795136764,-0.0222439274232351,-0.0311415586618494,-0.00401282752603915,1.67730185098144,-0.0386882589001543,-0.0401232956593486,-0.0190968428960227,1.6588998777446,-0.0553923130439362,0.0524267583084077,0.0323566540623002,0.0604953375730033,0.0558106618619927,0.017834978491697,-0.023010224949423,-0.0691835773174761,-0.0540947895403137,-0.010915754239227,-0.00975586746605142,-7.03225271015554e-05,0.0146429110153403,0.00183267719500764,-0.0070769106575148,0.0194869108149648,-0.0203777569840012,0.00960695001619427,0.00486106081992691
"b_Sem_1_rutaEC",0.106934360076063,0.249707122683217,-0.114478373036361,0.00149365956101248,0.00779270413832658,0.00683735388477559,-0.00634639149633952,0.0041503196847964,0.0087359611440725,0.252904294061354,0.141365019039788,-0.0176644443582761,0.448574093421966,0.231894205898122,0.133540669884836,-0.0222439274232351,0.481292868943098,0.205248647977214,0.101278966303214,-0.0394294992970712,0.414194282111541,0.167509367876253,0.0674135000242923,-0.0651160394368621,0.376950991950921,0.0178240151436664,0.00323968341513518,0.00373253802345798,0.00532348788673784,0.00828974653640208,-0.0067755271633179,0.0363871181138843,0.00487987831005086,0.0046800725032558,-0.00300476869255111,0.0131438710286808,-0.0841784670303726,-0.0904982514750826,-0.0758824568019986,-0.0426292153273268,-0.0117112664140362,-0.0144089555258086,-0.0303181204417035
"b_Sem_2_ruta1",0.284327221053708,0.590920654637975,0.235004466282322,-0.000261585825279262,0.00989706198272186,-0.0114133580914567,-0.00369084525749462,-0.000420807355101376,0.0112733879775879,0.574514568049316,0.287718721244353,-0.0269772811742613,0.195946087760675,0.569730272081667,0.282815815487311,-0.0311415586618494,0.205248647977214,0.626665013579963,0.290199791839394,-0.0183003410724445,0.213195943179763,0.548582564576545,0.256926302313155,-0.0344966392040506,0.157608904891771,0.00622368217403055,-0.00590147475580415,0.00433974314329244,-0.00397535869969945,0.0204675272794049,-0.00412384328248731,0.0457080857062059,-0.00549709092730743,0.0130902044891169,-0.0141249001073594,0.00185681754559822,0.143297471797633,0.131363425050562,0.148965680125224,-0.0404286548540979,-0.023394557768992,-0.0545927701388049,-0.0225896742705129
"b_Sem_2_ruta2",44.6649001173439,0.290881205561579,1.18508296061988,-0.000682860790400481,0.00421910570416597,0.008697458911114,-0.0192063640676285,-0.00126697150976202,0.00564888040543372,0.286921033423702,-44.3566637894429,-0.00097493310135486,0.0960961670658367,0.28515001934009,-44.3838170511399,-0.00401282752603915,0.101278966303214,0.290199791839394,-44.3246264751621,0.0032822792971239,0.106833585810386,0.273229033342452,-44.3894713457436,-0.00528872362465108,0.0774143543565197,0.004532137772813,-0.00294727997532497,-0.000538898652526862,-0.000297030539917364,0.00890402221082274,-0.00353469989012595,0.0208686066103177,-0.00244231345851902,0.00987195339694026,-0.007746297648615,-0.000920686072966073,-0.985807696198124,-0.990737701690163,-0.984385633312819,-0.021804577794532,-0.011561595690321,-0.0296774181197053,-0.0130551276703782
"b_Sem_2_ruta3",0.00540767767545407,-1.73065595170669,0.0310401353740649,-0.00588456176602607,-0.0715719293893296,0.0176730081866701,0.0391811846420694,0.195255533275198,0.00662992569325405,-0.0584697200932268,-0.0345371419660947,1.67714749869992,-0.0999070045154726,-0.0266378892386891,0.00857425719771739,1.67730185098144,-0.0394294992970712,-0.0183003410724445,0.0032822792971239,1.86976642196253,-0.0317440828378285,-0.0240065176087065,-0.00239606568240621,1.68464502536532,-0.0403150031729744,0.0411187204928955,0.0213644540445609,0.0627130329921316,0.0511800241810922,0.0126470155819549,-0.0206995056195817,-0.0502985073059349,-0.0525150512110346,-0.00885277824396151,-0.00542993086521588,-0.00936707819206301,0.0270246814445352,0.0182455355047346,0.0101137109144274,0.00994131529134094,-0.00712927048887583,0.00633354482155594,0.00583561021132244
"b_Sem_2_rutaEC",0.103236233540816,0.241071055830633,-0.116636225218227,0.00126627372441991,0.00886096892169099,0.00577785728961922,-0.00112473896510012,0.00167660486490588,0.0130908661125279,0.209155162320648,0.108419316199554,-0.0434118633114545,0.417141962311738,0.201792757854364,0.101449917062202,-0.0386882589001543,0.414194282111541,0.213195943179763,0.106833585810386,-0.0317440828378285,0.462244735272289,0.181862700705016,0.083864524427981,-0.0534464827821086,0.388501260187984,0.0125555131699083,-0.00125020434461656,0.00733296065704382,-0.00231686468809478,0.0109218190763725,-0.00233056442097213,0.0380016541808201,0.0038578366348857,1.99019570242009e-05,0.00683378625047415,0.00892813228613147,-0.119017109281369,-0.0935624779294916,-0.0825383203442114,-0.051900394648137,-0.00418524519213825,-0.0154525103863641,-0.0246942777347782
